"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-10",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","74",",,0","29",",,0","72",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-11",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","79",",,0","29",",,0","78",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-12",,,,,"0.27",",,0,1500","0.0","P,,0","0.0","P,,0","78",",,0","58",",,0","59",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-13",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","78",",,0","54",",,0","68",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-14",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","78",",,0","53",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-15",,,,,"0.14",",,0,1500","0.0","P,,0","0.0","P,,0","79",",,0","54",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-16",,,,,"0.02",",,0,1500","0.0","P,,0","0.0","P,,0","83",",,0","63",",,0","83",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-17",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","82",",,0","62",",,0","81",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-18",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","83",",,0","64",",,0","82",",I,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-19",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","77",",I,0","64",",,0","77",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-20",,,,,"0.53",",,0,1500","0.0","P,,0","0.0","P,,0","77",",,0","60",",,0","62",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-21",,,,,"0.02",",,0,1500","0.0","P,,0","0.0","P,,0","77",",,0","53",",,0","70",",I,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-22",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","65",",I,0","41",",,0","65",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-23",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","74",",,0","45",",,0","72",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-24",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","75",",,0","55",",,0","75",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-25",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","75",",,0","51",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-26",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","75",",,0","53",",,0","72",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-27",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","80",",,0","53",",,0","77",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-02-28",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","78",",,0","60",",,0","75",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-01",,,,,"0.13",",,0,1500","0.0","P,,0","0.0",",,0","80",",,0",,,"79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-02",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","80",",,0","57",",,0","62",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-03",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","79",",,0","51",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-04",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","81",",,0","56",",,0","80",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-05",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","81",",,0","55",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-06",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","82",",,0","57",",,0","78",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-07",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","85",",,0","64",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-08",,,,,"0.55",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","62",",,0","69",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-09",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","85",",,0","51",",,0","66",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-10",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","46",",,0","66",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-11",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","73",",,0","50",",,0","66",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-12",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","75",",,0","57",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-13",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","76",",,0","59",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-14",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","78",",,0","57",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-15",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","77",",,0","56",",,0","73",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-16",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","80",",,0","56",",,0","80",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-17",,,,,"0.07",",,0,1500","0.0","P,,0","0.0","P,,0","80",",,0","65",",,0","72",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-18",,,,,"0.65",",,0,1500","0.0","P,,0","0.0","P,,0","75",",,0","60",",,0","67",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-19",,,,,"0.06",",,0,1500","0.0","P,,0","0.0","P,,0","76",",,0","59",",,0","75",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-20",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","78",",,0","53",",,0","75",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-21",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","81",",,0","53",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-22",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","82",",,0","60",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-23",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","57",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-24",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","82",",,0","67",",,0",,,,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-25",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","82",",,0","61",",,0","76",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-26",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","78",",,0","55",",,0","77",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-27",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","83",",,0","58",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-28",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","62",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-29",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","85",",,0","62",",,0","78",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-30",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","64",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-03-31",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","85",",,0","59",",,0","71",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-01",,,,,"0.00",",,0,1500","0.0","P,,0",,,"87",",,0","64",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-02",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","64",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-03",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","66",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-04",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","69",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-05",,,,,"0.41",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","68",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-06",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","68",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-07",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","97",",,0","67",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-08",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","64",",,0","86",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-09",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","68",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-10",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","72",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-11",,,,,"0.03",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","86",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-12",,,,,"0.30",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","68",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-13",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","70",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-14",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","72",",,0","94",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-15",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","70",",,0","92",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-16",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","69",",,0","95",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-17",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","96",",,0","70",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-18",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","70",",,0","94",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-19",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","71",",,0","92",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-20",,,,,"0.22",",,0,1500","0.0","P,,0","0.0","P,,0","96",",,0","70",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-21",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","67",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-22",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","71",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-23",,,,,"0.03",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","70",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-24",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","72",",,0","71",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-25",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","66",",,0","86",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-26",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","67",",,0","83",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-27",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","68",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-28",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","70",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-29",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","69",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-30",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","70",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-05-31",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-01",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","74",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-02",,,,,"0.14",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","75",",,0","78",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-03",,,,,"0.25",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","73",",,0","83",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-04",,,,,"0.12",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-05",,,,,"0.65",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","74",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-06",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","74",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-07",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","71",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-08",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","71",",,0","93",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-09",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","74",",,0","95",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-10",,,,,"0.19",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","72",",,0","93",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-11",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","70",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-12",,,,,"0.18",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","80",",I,0","73",",I,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-13",,,,,"0.25",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","71",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1995-06-14",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","61",",,0","82",",,0,1500",,
